trace,group,RSD,cmaes-v7,drl-v7,ARC,Cacheus,GL-Cache,LHD,LRU,LeCaR,S3-FIFO,SIEVE,W-TinyLFU,LRB,3L-Cache,invalid_throughput_note,mean_qps_policy
alibabaBlock_126,alibabaBlock,"(730033.754153, 654911.547261)","(201227.252747, 175457.005120)","(118330.726979, 110078.282859)","(5370000.000000, 5370000.000000)","(1870000.000000, 1870000.000000)","(3290000.000000, 3290000.000000)","(1730000.000000, 1730000.000000)","(5420000.000000, 5420000.000000)","(4180000.000000, 4180000.000000)","(3300000.000000, 3300000.000000)","(5170000.000000, 5170000.000000)","(3520000.000000, 3520000.000000)","(30000.000000, 30000.000000)","(858360.000000, 833114.117647)"
alibabaBlock_127,alibabaBlock,"(1003829.473684, 814582.933563)","(168785.486726, 158895.712113)","(189778.706468, 171180.393234)","(5180000.000000, 5180000.000000)","(1490000.000000, 1490000.000000)","(3230000.000000, 3230000.000000)","(2560000.000000, 2560000.000000)","(6990000.000000, 6990000.000000)","(3650000.000000, 3650000.000000)","(3190000.000000, 3190000.000000)","(6700000.000000, 6700000.000000)","(2280000.000000, 2280000.000000)","(20000.000000, 20000.000000)","(829250.434783, 788600.903666)"
alibabaBlock_128,alibabaBlock,"(938233.360656, 907118.478797)","(227412.854305, 184831.822761)","(79636.690631, 69746.305050)","(8880000.000000, 8880000.000000)","(3030000.000000, 3030000.000000)","(6580000.000000, 6580000.000000)","(3480000.000000, 3480000.000000)","(9400000.000000, 9400000.000000)","(5900000.000000, 5900000.000000)","(5620000.000000, 5620000.000000)","(8890000.000000, 8890000.000000)","(4320000.000000, 4320000.000000)","(40000.000000, 40000.000000)","(1341380.507812, 1178668.671066)"
alibabaBlock_129,alibabaBlock,"(857165.800000, 811246.203571)","(291552.993197, 290568.016869)","(130665.518293, 129878.376616)","(6180000.000000, 6180000.000000)","(1390000.000000, 1390000.000000)","(3820000.000000, 3820000.000000)","(2150000.000000, 2150000.000000)","(6550000.000000, 6550000.000000)","(4090000.000000, 4090000.000000)","(4210000.000000, 4210000.000000)","(6760000.000000, 6760000.000000)","(3480000.000000, 3480000.000000)","(30000.000000, 30000.000000)","(892881.041667, 883770.010629)"
alibabaBlock_13,alibabaBlock,"(221163.843844, 203337.035272)","(30860.071234, 30674.821376)","(14092.529659, 12954.139048)","(3950000.000000, 3950000.000000)","(1260000.000000, 1260000.000000)","(1890000.000000, 1890000.000000)","(910000.000000, 910000.000000)","(4130000.000000, 4130000.000000)","(3430000.000000, 3430000.000000)","(1950000.000000, 1950000.000000)","(4240000.000000, 4240000.000000)","(2120000.000000, 2120000.000000)","(10000.000000, 10000.000000)","(367319.501247, 357356.826095)"
alibabaBlock_130,alibabaBlock,"(188548.900524, 183085.399707)","(41887.571969, 36084.774002)","(13315.895729, 12941.266368)","(4010000.000000, 4010000.000000)","(1250000.000000, 1250000.000000)","(1990000.000000, 1990000.000000)","(910000.000000, 910000.000000)","(4180000.000000, 4180000.000000)","(3390000.000000, 3390000.000000)","(1940000.000000, 1940000.000000)","(4260000.000000, 4260000.000000)","(2180000.000000, 2180000.000000)","(10000.000000, 10000.000000)","(392510.517711, 370230.331319)"
alibabaBlock_131,alibabaBlock,"(1050788.859857, 1007292.153240)","(254096.559449, 246032.171602)","(154841.480574, 138624.684670)","(9040000.000000, 9040000.000000)","(3030000.000000, 3030000.000000)","(6630000.000000, 6630000.000000)","(3350000.000000, 3350000.000000)","(9470000.000000, 9470000.000000)","(5960000.000000, 5960000.000000)","(5890000.000000, 5890000.000000)","(9180000.000000, 9180000.000000)","(4120000.000000, 4120000.000000)","(40000.000000, 40000.000000)","(1369604.055728, 1198006.331808)"
alibabaBlock_132,alibabaBlock,"(376046.837607, 374981.549115)","(58120.845443, 52920.227494)","(33568.779247, 28387.100594)","(4850000.000000, 4850000.000000)","(1640000.000000, 1640000.000000)","(2710000.000000, 2710000.000000)","(1310000.000000, 1310000.000000)","(4380000.000000, 4380000.000000)","(3680000.000000, 3680000.000000)","(2920000.000000, 2920000.000000)","(4550000.000000, 4550000.000000)","(1890000.000000, 1890000.000000)","(30000.000000, 30000.000000)","(830141.132075, 817486.541647)"
alibabaBlock_133,alibabaBlock,"(1806751.904762, 1580907.916667)","(274145.881503, 236396.998343)","(105335.341477, 93944.639842)","(11310000.000000, 11310000.000000)","(3970000.000000, 3970000.000000)","(6690000.000000, 6690000.000000)","(4240000.000000, 4240000.000000)","(11820000.000000, 11820000.000000)","(7140000.000000, 7140000.000000)","(7860000.000000, 7860000.000000)","(12040000.000000, 12040000.000000)","(6330000.000000, 6330000.000000)","(80000.000000, 80000.000000)","(1859891.666667, 1816436.253894)"
alibabaBlock_134,alibabaBlock,"(918220.909091, 847588.531469)","(198047.647059, 177933.432904)","(360729.642857, 338184.040179)","(7020000.000000, 7020000.000000)","(2430000.000000, 2430000.000000)","(5520000.000000, 5520000.000000)","(3030000.000000, 3030000.000000)","(6870000.000000, 6870000.000000)","(5920000.000000, 5920000.000000)","(4320000.000000, 4320000.000000)","(7930000.000000, 7930000.000000)","(2120000.000000, 2120000.000000)","(50000.000000, 50000.000000)","(1122270.000000, 1066156.500000)"
alibabaBlock_135,alibabaBlock,"(1000344.510870, 967338.219902)","(140667.474207, 131201.260252)","(89048.567973, 80914.831634)","(9090000.000000, 9090000.000000)","(3120000.000000, 3120000.000000)","(6750000.000000, 6750000.000000)","(3640000.000000, 3640000.000000)","(9570000.000000, 9570000.000000)","(5880000.000000, 5880000.000000)","(5890000.000000, 5890000.000000)","(9090000.000000, 9090000.000000)","(4520000.000000, 4520000.000000)","(40000.000000, 40000.000000)","(1415872.230769, 1389652.374644)"
alibabaBlock_136,alibabaBlock,"(211309.429387, 202979.228491)","(35361.162569, 34106.386341)","(14020.625651, 12945.875816)","(3940000.000000, 3940000.000000)","(1250000.000000, 1250000.000000)","(1940000.000000, 1940000.000000)","(920000.000000, 920000.000000)","(4100000.000000, 4100000.000000)","(3420000.000000, 3420000.000000)","(1930000.000000, 1930000.000000)","(4270000.000000, 4270000.000000)","(1400000.000000, 1400000.000000)","(10000.000000, 10000.000000)","(471744.936306, 425780.045076)"
alibabaBlock_137,alibabaBlock,"(1793282.183099, 1632612.392127)","(381778.215892, 346161.101848)","(200983.480663, 192091.046087)","(12900000.000000, 12900000.000000)","(4940000.000000, 4940000.000000)","(9600000.000000, 9600000.000000)","(4730000.000000, 4730000.000000)","(13340000.000000, 13340000.000000)","(9580000.000000, 9580000.000000)","(9640000.000000, 9640000.000000)","(13250000.000000, 13250000.000000)","(5620000.000000, 5620000.000000)","(70000.000000, 70000.000000)","(1845261.376812, 1800720.584958)"
alibabaBlock_138,alibabaBlock,"(1286274.421769, 1183372.468027)","(220632.835473, 214093.772292)","(110833.728019, 106937.937579)","(11250000.000000, 11250000.000000)","(3910000.000000, 3910000.000000)","(7100000.000000, 7100000.000000)","(4100000.000000, 4100000.000000)","(11660000.000000, 11660000.000000)","(6880000.000000, 6880000.000000)","(7770000.000000, 7770000.000000)","(11900000.000000, 11900000.000000)","(6410000.000000, 6410000.000000)","(70000.000000, 70000.000000)","(1673295.044248, 1547483.386786)"
alibabaBlock_139,alibabaBlock,"(1281715.409836, 1261370.720791)","(524729.127517, 512956.358630)","(269602.206897, 258903.706623)","(7680000.000000, 7680000.000000)","(2790000.000000, 2790000.000000)","(5580000.000000, 5580000.000000)","(2780000.000000, 2780000.000000)","(7330000.000000, 7330000.000000)","(5060000.000000, 5060000.000000)","(4930000.000000, 4930000.000000)","(7080000.000000, 7080000.000000)","(3140000.000000, 3140000.000000)","(50000.000000, 50000.000000)","(1261042.580645, 1138213.757855)"
alibabaBlock_14,alibabaBlock,"(979792.137405, 817326.604417)","(207690.566343, 202882.914344)","(100275.601562, 99848.401091)","(5760000.000000, 5760000.000000)","(1950000.000000, 1950000.000000)","(4020000.000000, 4020000.000000)","(2030000.000000, 2030000.000000)","(5710000.000000, 5710000.000000)","(4390000.000000, 4390000.000000)","(3610000.000000, 3610000.000000)","(5970000.000000, 5970000.000000)","(3550000.000000, 3550000.000000)","(30000.000000, 30000.000000)","(957856.492537, 847758.045119)"
alibabaBlock_140,alibabaBlock,"(1062383.750000, 842133.460366)","(374958.970588, 271907.332976)","(274163.548387, 249901.287468)","(6350000.000000, 6350000.000000)","(1830000.000000, 1830000.000000)","(4160000.000000, 4160000.000000)","(2780000.000000, 2780000.000000)","(6870000.000000, 6870000.000000)","(4890000.000000, 4890000.000000)","(3750000.000000, 3750000.000000)","(7330000.000000, 7330000.000000)","(2600000.000000, 2600000.000000)","(30000.000000, 30000.000000)","(910614.642857, 841628.685065)"
alibabaBlock_141,alibabaBlock,"(386533.782891, 371051.292398)","(163350.223329, 154499.968540)","(75140.962888, 64232.741089)","(2810000.000000, 2810000.000000)","(910000.000000, 910000.000000)","(1790000.000000, 1790000.000000)","(990000.000000, 990000.000000)","(3800000.000000, 3800000.000000)","(2350000.000000, 2350000.000000)","(1850000.000000, 1850000.000000)","(3530000.000000, 3530000.000000)","(1490000.000000, 1490000.000000)","(10000.000000, 10000.000000)","(380666.415483, 365965.341308)"
alibabaBlock_142,alibabaBlock,"(1021134.545455, 942585.734266)","(312013.333333, 275501.134752)","(449299.200000, 425229.600000)","(8020000.000000, 8020000.000000)","(2280000.000000, 2280000.000000)","(5310000.000000, 5310000.000000)","(3210000.000000, 3210000.000000)","(8820000.000000, 8820000.000000)","(5970000.000000, 5970000.000000)","(5060000.000000, 5060000.000000)","(9190000.000000, 9190000.000000)","(2880000.000000, 2880000.000000)","(50000.000000, 50000.000000)","(1123248.000000, 1072191.272727)"
alibabaBlock_143,alibabaBlock,"(638204.444444, 470255.906433)","(124866.086957, 119871.443478)","(108374.339623, 96421.287458)","(6500000.000000, 6500000.000000)","(1590000.000000, 1590000.000000)","(3650000.000000, 3650000.000000)","(2550000.000000, 2550000.000000)","(7660000.000000, 7660000.000000)","(5780000.000000, 5780000.000000)","(3830000.000000, 3830000.000000)","(7750000.000000, 7750000.000000)","(2590000.000000, 2590000.000000)","(20000.000000, 20000.000000)","(820548.571429, 729376.507937)"
alibabaBlock_144,alibabaBlock,"(301710.865791, 297859.862451)","(131100.255032, 130274.909810)","(77087.371975, 65638.715515)","(2640000.000000, 2640000.000000)","(900000.000000, 900000.000000)","(1640000.000000, 1640000.000000)","(820000.000000, 820000.000000)","(3540000.000000, 3540000.000000)","(2190000.000000, 2190000.000000)","(1810000.000000, 1810000.000000)","(3420000.000000, 3420000.000000)","(1340000.000000, 1340000.000000)","(10000.000000, 10000.000000)","(429690.409190, 364254.408734)"
alibabaBlock_145,alibabaBlock,"(225235.514019, 208253.471295)","(44712.801484, 38534.650910)","(14015.818552, 13114.378871)","(3900000.000000, 3900000.000000)","(1270000.000000, 1270000.000000)","(1970000.000000, 1970000.000000)","(900000.000000, 900000.000000)","(4140000.000000, 4140000.000000)","(3390000.000000, 3390000.000000)","(1970000.000000, 1970000.000000)","(4310000.000000, 4310000.000000)","(2130000.000000, 2130000.000000)","(10000.000000, 10000.000000)","(352685.853659, 350561.240082)"
alibabaBlock_146,alibabaBlock,"(844422.727273, 809238.446970)","(387027.083333, 304092.708333)","(403854.347826, 356738.007246)","(7560000.000000, 7560000.000000)","(2120000.000000, 2120000.000000)","(4800000.000000, 4800000.000000)","(2900000.000000, 2900000.000000)","(8500000.000000, 8500000.000000)","(5470000.000000, 5470000.000000)","(4960000.000000, 4960000.000000)","(9040000.000000, 9040000.000000)","(2880000.000000, 2880000.000000)","(40000.000000, 40000.000000)","(1032072.222222, 1032072.222222)"
alibabaBlock_147,alibabaBlock,"(1217160.419355, 1114370.732466)","(231768.875921, 207200.926344)","(123589.823125, 117661.024977)","(8730000.000000, 8730000.000000)","(2970000.000000, 2970000.000000)","(6580000.000000, 6580000.000000)","(3370000.000000, 3370000.000000)","(9260000.000000, 9260000.000000)","(5770000.000000, 5770000.000000)","(5620000.000000, 5620000.000000)","(8890000.000000, 8890000.000000)","(4100000.000000, 4100000.000000)","(40000.000000, 40000.000000)","(1357265.215827, 1213079.817545)"
